	tissue_id	sex	group
GTEX-17F9Y-1226-SM-7EPGE	Heart_Atrial_Appendage	female	test
GTEX-17JCI-0826-SM-7LT8W	Heart_Atrial_Appendage	female	test
GTEX-183WM-0926-SM-718AN	Heart_Atrial_Appendage	female	test
GTEX-18A7A-1226-SM-7LTAJ	Heart_Atrial_Appendage	female	test
GTEX-1A32A-1326-SM-73KWW	Heart_Atrial_Appendage	female	test
GTEX-1A8FM-1026-SM-7PC26	Heart_Atrial_Appendage	female	test
GTEX-1B932-1326-SM-79OM4	Heart_Atrial_Appendage	female	test
GTEX-1B933-0826-SM-79OMW	Heart_Atrial_Appendage	female	test
GTEX-1B97J-0326-SM-7939H	Heart_Atrial_Appendage	female	test
GTEX-111FC-0626-SM-5N9CU	Heart_Atrial_Appendage	male	train
GTEX-111VG-0326-SM-5GZX7	Heart_Atrial_Appendage	male	train
GTEX-111YS-0326-SM-5GZZ3	Heart_Atrial_Appendage	male	train
GTEX-117XS-0726-SM-5H131	Heart_Atrial_Appendage	male	train
GTEX-117YW-0426-SM-5GZZZ	Heart_Atrial_Appendage	male	train
GTEX-117YX-0626-SM-5EGJI	Heart_Atrial_Appendage	male	train
GTEX-1192W-0226-SM-5EGGT	Heart_Atrial_Appendage	male	train
GTEX-1192X-0726-SM-5987R	Heart_Atrial_Appendage	male	train
GTEX-11DXY-1026-SM-5987V	Heart_Atrial_Appendage	male	train
GTEX-11DXZ-0326-SM-5EGH1	Heart_Atrial_Appendage	male	train
GTEX-11DYG-1026-SM-5A5JQ	Heart_Atrial_Appendage	male	train
GTEX-11EQ8-1326-SM-5EGJQ	Heart_Atrial_Appendage	male	train
GTEX-11GS4-0426-SM-5N9CD	Heart_Atrial_Appendage	male	train
GTEX-11LCK-0826-SM-5PNYD	Heart_Atrial_Appendage	male	train
GTEX-11NUK-0926-SM-5HL57	Heart_Atrial_Appendage	male	train
GTEX-11NV4-0826-SM-5BC4S	Heart_Atrial_Appendage	male	train
GTEX-11O72-1026-SM-5986B	Heart_Atrial_Appendage	male	train
GTEX-11ONC-1026-SM-5GU64	Heart_Atrial_Appendage	male	train
GTEX-11TT1-1426-SM-5EGIA	Heart_Atrial_Appendage	male	train
GTEX-11TUW-1126-SM-5EQKJ	Heart_Atrial_Appendage	male	train
GTEX-11UD2-0926-SM-5CVL6	Heart_Atrial_Appendage	male	train
GTEX-11WQK-0226-SM-5EQLI	Heart_Atrial_Appendage	male	train
GTEX-11ZUS-0326-SM-5EQ4W	Heart_Atrial_Appendage	male	train
GTEX-1212Z-0726-SM-5EGI5	Heart_Atrial_Appendage	male	train
GTEX-12584-1026-SM-59HK3	Heart_Atrial_Appendage	male	train
GTEX-12696-1226-SM-5FQSM	Heart_Atrial_Appendage	male	train
GTEX-12BJ1-0326-SM-5FQUB	Heart_Atrial_Appendage	male	train
GTEX-12WSA-1126-SM-5EGKU	Heart_Atrial_Appendage	male	train
GTEX-12WSC-1026-SM-5EQ5Y	Heart_Atrial_Appendage	male	train
GTEX-12WSE-0926-SM-5S2VX	Heart_Atrial_Appendage	male	train
GTEX-12WSI-0426-SM-5EQ5J	Heart_Atrial_Appendage	male	train
GTEX-12WSN-0226-SM-5DUXH	Heart_Atrial_Appendage	male	train
GTEX-12ZZY-1226-SM-5GCNK	Heart_Atrial_Appendage	male	train
GTEX-13112-0526-SM-5EQ4S	Heart_Atrial_Appendage	male	train
GTEX-131XE-0526-SM-5K7YT	Heart_Atrial_Appendage	male	train
GTEX-131XF-0426-SM-5HL7U	Heart_Atrial_Appendage	male	train
GTEX-132NY-1426-SM-5J1MJ	Heart_Atrial_Appendage	male	train
GTEX-132Q8-1126-SM-5K7XS	Heart_Atrial_Appendage	male	train
GTEX-132QS-0526-SM-5IJC7	Heart_Atrial_Appendage	male	train
GTEX-1339X-0326-SM-5K7Z8	Heart_Atrial_Appendage	male	train
GTEX-1399R-1726-SM-5K7YJ	Heart_Atrial_Appendage	male	train
GTEX-1399T-0726-SM-5J1MH	Heart_Atrial_Appendage	male	train
GTEX-139TU-1926-SM-5J2OC	Heart_Atrial_Appendage	male	train
GTEX-139YR-0526-SM-5L3DG	Heart_Atrial_Appendage	male	train
GTEX-13CF2-0226-SM-5L3DV	Heart_Atrial_Appendage	male	train
GTEX-13FHO-1226-SM-5L3EF	Heart_Atrial_Appendage	male	train
GTEX-13FHP-0826-SM-5K7V5	Heart_Atrial_Appendage	male	train
GTEX-13FTW-0826-SM-5K7XR	Heart_Atrial_Appendage	male	train
GTEX-13FTZ-0326-SM-5J1O1	Heart_Atrial_Appendage	male	train
GTEX-13FXS-1026-SM-62LFQ	Heart_Atrial_Appendage	male	train
GTEX-13JVG-1126-SM-5KM2M	Heart_Atrial_Appendage	male	test
GTEX-13N1W-0926-SM-5MR36	Heart_Atrial_Appendage	male	test
GTEX-13NYB-0326-SM-5IJDP	Heart_Atrial_Appendage	male	test
GTEX-13NYS-1926-SM-5IJCB	Heart_Atrial_Appendage	male	test
GTEX-13NZ9-0126-SM-5K7XV	Heart_Atrial_Appendage	male	test
GTEX-13NZA-0826-SM-5K7WS	Heart_Atrial_Appendage	male	test
GTEX-13NZB-0426-SM-5KM26	Heart_Atrial_Appendage	male	test
GTEX-13O1R-0926-SM-5L3DS	Heart_Atrial_Appendage	male	test
GTEX-13O21-0326-SM-5J1N9	Heart_Atrial_Appendage	male	test
GTEX-13O3P-1426-SM-5L3DT	Heart_Atrial_Appendage	male	test
GTEX-1122O-0826-SM-5GICV	Heart_Left_Ventricle	female	female_test
GTEX-11DXX-0326-SM-5PNWC	Heart_Left_Ventricle	female	female_test
GTEX-11EM3-0626-SM-5H12Z	Heart_Left_Ventricle	female	female_test
GTEX-11EMC-0726-SM-5EGJO	Heart_Left_Ventricle	female	train
GTEX-11GSP-1326-SM-5A5KY	Heart_Left_Ventricle	female	train
GTEX-11I78-0826-SM-5A5K4	Heart_Left_Ventricle	female	train
GTEX-11ZVC-0426-SM-5CVLD	Heart_Left_Ventricle	female	train
GTEX-1211K-0626-SM-5FQUZ	Heart_Left_Ventricle	female	train
GTEX-1269C-0826-SM-5N9EM	Heart_Left_Ventricle	female	train
GTEX-12WSD-1126-SM-5EGJD	Heart_Left_Ventricle	female	train
GTEX-12WSG-0526-SM-5FQTH	Heart_Left_Ventricle	female	train
GTEX-12WSK-0626-SM-5LZUJ	Heart_Left_Ventricle	female	train
GTEX-1313W-1426-SM-5KLZU	Heart_Left_Ventricle	female	train
GTEX-131XG-0626-SM-5GCMP	Heart_Left_Ventricle	female	train
GTEX-132AR-2026-SM-5IJG4	Heart_Left_Ventricle	female	train
GTEX-1399S-1026-SM-5KLZ9	Heart_Left_Ventricle	female	train
GTEX-1399U-0526-SM-5K7YM	Heart_Left_Ventricle	female	train
GTEX-13CF3-0726-SM-5J2MY	Heart_Left_Ventricle	female	train
GTEX-13D11-1726-SM-5IFGQ	Heart_Left_Ventricle	female	train
GTEX-13FH7-0926-SM-5J2MR	Heart_Left_Ventricle	female	train
GTEX-13N11-0426-SM-5KM3O	Heart_Left_Ventricle	female	train
GTEX-13O3O-1526-SM-5KM1C	Heart_Left_Ventricle	female	train
GTEX-13PVR-1026-SM-5QGQW	Heart_Left_Ventricle	female	train
GTEX-13QBU-0426-SM-5J2O4	Heart_Left_Ventricle	female	train
GTEX-13SLX-1026-SM-5ZZUQ	Heart_Left_Ventricle	female	train
GTEX-13U4I-0826-SM-5SIBD	Heart_Left_Ventricle	female	train
GTEX-13VXT-1126-SM-5LU3A	Heart_Left_Ventricle	female	train
GTEX-13W3W-0426-SM-5SI9D	Heart_Left_Ventricle	female	train
GTEX-13X6H-0426-SM-5LU4E	Heart_Left_Ventricle	female	train
GTEX-13X6K-1826-SM-5O9CR	Heart_Left_Ventricle	female	train
GTEX-146FH-1026-SM-5RQIF	Heart_Left_Ventricle	female	train
GTEX-146FR-0626-SM-5RQJ1	Heart_Left_Ventricle	female	train
GTEX-148VI-0326-SM-5RQK7	Heart_Left_Ventricle	female	train
GTEX-14A5I-1226-SM-5NQBW	Heart_Left_Ventricle	female	train
GTEX-14BIN-2226-SM-5YYA1	Heart_Left_Ventricle	female	train
GTEX-14DAQ-1126-SM-664MT	Heart_Left_Ventricle	female	train
GTEX-14H4A-0626-SM-5ZZUT	Heart_Left_Ventricle	female	train
GTEX-14PHY-0226-SM-5ZZWM	Heart_Left_Ventricle	female	train
GTEX-14PJ6-0726-SM-69LOL	Heart_Left_Ventricle	female	train
GTEX-14PJM-1126-SM-6LLHK	Heart_Left_Ventricle	female	train
GTEX-14PK6-0826-SM-5ZZVO	Heart_Left_Ventricle	female	train
GTEX-14PN3-0526-SM-69LQF	Heart_Left_Ventricle	female	train
GTEX-14XAO-1126-SM-6EU11	Heart_Left_Ventricle	female	train
GTEX-15CHC-0426-SM-6LLHI	Heart_Left_Ventricle	female	train
GTEX-15DDE-1126-SM-6LLHN	Heart_Left_Ventricle	female	train
GTEX-15DYW-1126-SM-6LPK5	Heart_Left_Ventricle	female	train
GTEX-15ER7-1726-SM-6PAMX	Heart_Left_Ventricle	female	train
GTEX-15SHU-1126-SM-7KUMB	Heart_Left_Ventricle	female	train
GTEX-16BQI-0926-SM-6M485	Heart_Left_Ventricle	female	train
GTEX-16MT8-0926-SM-6M487	Heart_Left_Ventricle	female	train
GTEX-17F9Y-1326-SM-7MGW9	Heart_Left_Ventricle	female	train
GTEX-17JCI-1126-SM-7IGMM	Heart_Left_Ventricle	female	train
GTEX-1A3MW-1326-SM-7189P	Heart_Left_Ventricle	female	train
GTEX-1B932-1026-SM-793CL	Heart_Left_Ventricle	female	test
GTEX-1B97J-0726-SM-7RHG3	Heart_Left_Ventricle	female	test
GTEX-1CAMS-1326-SM-79OJR	Heart_Left_Ventricle	female	test
GTEX-1EWIQ-1426-SM-7IGOS	Heart_Left_Ventricle	female	test
GTEX-1F48J-1026-SM-7P8SO	Heart_Left_Ventricle	female	test
GTEX-1GF9U-0426-SM-7RHHA	Heart_Left_Ventricle	female	test
GTEX-1GN1W-0326-SM-9JGHF	Heart_Left_Ventricle	female	test
GTEX-1H1CY-0326-SM-9QEIZ	Heart_Left_Ventricle	female	test
GTEX-1HBPH-0126-SM-CNNQ7	Heart_Left_Ventricle	female	test
GTEX-1HBPM-1226-SM-A9SM8	Heart_Left_Ventricle	female	test
GTEX-111FC-0826-SM-5GZWO	Heart_Left_Ventricle	male	train
GTEX-111YS-0426-SM-5987O	Heart_Left_Ventricle	male	train
GTEX-117YW-0326-SM-5N9CY	Heart_Left_Ventricle	male	train
GTEX-117YX-1126-SM-5H128	Heart_Left_Ventricle	male	train
GTEX-11DXY-0826-SM-5EGGR	Heart_Left_Ventricle	male	train
GTEX-11DXZ-0626-SM-5GU77	Heart_Left_Ventricle	male	train
GTEX-11GS4-0526-SM-5A5KQ	Heart_Left_Ventricle	male	train
GTEX-11LCK-0926-SM-5A5KA	Heart_Left_Ventricle	male	train
GTEX-11O72-1126-SM-5N9E2	Heart_Left_Ventricle	male	train
GTEX-11ONC-0126-SM-5PNW6	Heart_Left_Ventricle	male	train
GTEX-11TT1-1326-SM-5PNYM	Heart_Left_Ventricle	male	train
GTEX-11TUW-1026-SM-5GU7D	Heart_Left_Ventricle	male	train
GTEX-11ZUS-0226-SM-5FQT8	Heart_Left_Ventricle	male	train
GTEX-1212Z-0626-SM-5FQTB	Heart_Left_Ventricle	male	train
GTEX-12584-0926-SM-5FQTN	Heart_Left_Ventricle	male	train
GTEX-12696-1126-SM-5FQTI	Heart_Left_Ventricle	male	train
GTEX-12BJ1-0226-SM-5LUA2	Heart_Left_Ventricle	male	train
GTEX-12WSC-1126-SM-5EQ4G	Heart_Left_Ventricle	male	train
GTEX-12ZZW-1026-SM-5GCMM	Heart_Left_Ventricle	male	train
GTEX-12ZZY-1126-SM-5DUWQ	Heart_Left_Ventricle	male	train
GTEX-12ZZZ-1726-SM-59HK5	Heart_Left_Ventricle	male	train
GTEX-13112-0426-SM-5PNVC	Heart_Left_Ventricle	male	train
GTEX-1314G-0126-SM-5LZUL	Heart_Left_Ventricle	male	train
GTEX-131XE-0626-SM-5HL98	Heart_Left_Ventricle	male	train
GTEX-131XH-0226-SM-5LZVB	Heart_Left_Ventricle	male	train
GTEX-132NY-1726-SM-5EGKK	Heart_Left_Ventricle	male	train
GTEX-132QS-0426-SM-5KLZ6	Heart_Left_Ventricle	male	train
GTEX-1339X-0426-SM-5KLZY	Heart_Left_Ventricle	male	train
GTEX-1399R-1926-SM-5K7X8	Heart_Left_Ventricle	male	train
GTEX-1399T-0426-SM-5PNVJ	Heart_Left_Ventricle	male	train
GTEX-139YR-0826-SM-5LZXY	Heart_Left_Ventricle	male	train
GTEX-13CF2-0426-SM-5KM1H	Heart_Left_Ventricle	male	train
GTEX-13FHP-1026-SM-5K7Y2	Heart_Left_Ventricle	male	train
GTEX-13FLV-0926-SM-5L3DZ	Heart_Left_Ventricle	male	train
GTEX-13FTW-1026-SM-5L3E3	Heart_Left_Ventricle	male	train
GTEX-13FTZ-0226-SM-5K7X6	Heart_Left_Ventricle	male	train
GTEX-13JVG-1326-SM-5N9F8	Heart_Left_Ventricle	male	train
GTEX-13N1W-1026-SM-5IJC5	Heart_Left_Ventricle	male	train
GTEX-13NYB-0226-SM-5N9G4	Heart_Left_Ventricle	male	train
GTEX-13NZB-0226-SM-5KM1T	Heart_Left_Ventricle	male	train
GTEX-13O1R-1226-SM-5J1NU	Heart_Left_Ventricle	male	train
GTEX-13O21-2326-SM-5MR3X	Heart_Left_Ventricle	male	train
GTEX-13O3P-1626-SM-5K7X3	Heart_Left_Ventricle	male	train
GTEX-13O61-0526-SM-5J2M1	Heart_Left_Ventricle	male	train
GTEX-13OVG-0526-SM-5K7YD	Heart_Left_Ventricle	male	train
GTEX-13OVL-0526-SM-5KLZQ	Heart_Left_Ventricle	male	train
GTEX-13OW5-1126-SM-5J1NR	Heart_Left_Ventricle	male	train
GTEX-13OW6-1126-SM-5L3HL	Heart_Left_Ventricle	male	train
GTEX-13OW8-2126-SM-5J1OS	Heart_Left_Ventricle	male	train
GTEX-13PVQ-1226-SM-5IJDC	Heart_Left_Ventricle	male	train
GTEX-13RTJ-0726-SM-5QGQN	Heart_Left_Ventricle	male	test
GTEX-13S86-0226-SM-5S2PJ	Heart_Left_Ventricle	male	test
GTEX-13X6I-1426-SM-5SI9Z	Heart_Left_Ventricle	male	test
GTEX-13YAN-1326-SM-5Q5F1	Heart_Left_Ventricle	male	test
GTEX-145LV-0326-SM-5Q5BW	Heart_Left_Ventricle	male	test
GTEX-145MN-0626-SM-5QGRH	Heart_Left_Ventricle	male	test
GTEX-145MO-1126-SM-5NQBX	Heart_Left_Ventricle	male	test
GTEX-147F4-1226-SM-5NQAY	Heart_Left_Ventricle	male	test
GTEX-147JS-1526-SM-5ZZWF	Heart_Left_Ventricle	male	test
GTEX-148VJ-1526-SM-5Q5DU	Heart_Left_Ventricle	male	test
GTEX-1128S-2826-SM-5N9DI	Brain_Cerebellum	female	female_test
GTEX-11EMC-3326-SM-5P9JH	Brain_Cerebellum	female	female_test
GTEX-11GSP-3126-SM-5A5LL	Brain_Cerebellum	female	female_test
GTEX-11TTK-2826-SM-5GU5K	Brain_Cerebellum	female	train
GTEX-11ZTS-3226-SM-5EGID	Brain_Cerebellum	female	train
GTEX-11ZVC-3026-SM-59HJM	Brain_Cerebellum	female	train
GTEX-1269C-3126-SM-5EGI6	Brain_Cerebellum	female	train
GTEX-12WSD-3026-SM-5LZU7	Brain_Cerebellum	female	train
GTEX-12ZZX-2826-SM-5BC6K	Brain_Cerebellum	female	train
GTEX-1313W-3026-SM-5LZUZ	Brain_Cerebellum	female	train
GTEX-131YS-3026-SM-5EGHY	Brain_Cerebellum	female	train
GTEX-13JUV-3026-SM-5K7WX	Brain_Cerebellum	female	train
GTEX-13O3O-3026-SM-5KM42	Brain_Cerebellum	female	train
GTEX-13OVJ-2726-SM-5IJG6	Brain_Cerebellum	female	train
GTEX-13QIC-3026-SM-5LU58	Brain_Cerebellum	female	train
GTEX-13S7M-3026-SM-5S2QQ	Brain_Cerebellum	female	train
GTEX-13SLX-3226-SM-5YYA6	Brain_Cerebellum	female	train
GTEX-13X6K-2826-SM-5O9DS	Brain_Cerebellum	female	train
GTEX-145LS-3026-SM-5O99S	Brain_Cerebellum	female	train
GTEX-14A5I-2826-SM-5SIBF	Brain_Cerebellum	female	train
GTEX-14BIM-3126-SM-5Q5C7	Brain_Cerebellum	female	train
GTEX-14BIN-3326-SM-5Q5E6	Brain_Cerebellum	female	train
GTEX-14DAQ-3026-SM-5S2QZ	Brain_Cerebellum	female	train
GTEX-14PJM-3026-SM-6LLHM	Brain_Cerebellum	female	train
GTEX-15DYW-3026-SM-7KFRM	Brain_Cerebellum	female	train
GTEX-15ER7-3026-SM-6M47W	Brain_Cerebellum	female	train
GTEX-15SHU-3026-SM-6LPIB	Brain_Cerebellum	female	train
GTEX-17HG3-2826-SM-7EPGO	Brain_Cerebellum	female	train
GTEX-17JCI-3026-SM-7EWDR	Brain_Cerebellum	female	train
GTEX-183WM-2726-SM-7KFRF	Brain_Cerebellum	female	train
GTEX-1B933-3026-SM-731DB	Brain_Cerebellum	female	train
GTEX-1CB4H-3026-SM-79OLX	Brain_Cerebellum	female	train
GTEX-1EWIQ-3026-SM-7IGOJ	Brain_Cerebellum	female	train
GTEX-1F48J-2726-SM-7P8PW	Brain_Cerebellum	female	train
GTEX-1F52S-3026-SM-7P8PV	Brain_Cerebellum	female	train
GTEX-1GZHY-3026-SM-7MXVA	Brain_Cerebellum	female	train
GTEX-1H1CY-3026-SM-9OSW7	Brain_Cerebellum	female	train
GTEX-1HBPH-3026-SM-9WPNY	Brain_Cerebellum	female	train
GTEX-1I1CD-2926-SM-A96SJ	Brain_Cerebellum	female	train
GTEX-1IKOH-2826-SM-CNNRC	Brain_Cerebellum	female	train
GTEX-1J1OQ-3126-SM-D4P2O	Brain_Cerebellum	female	train
GTEX-1JMOU-2826-SM-EV79R	Brain_Cerebellum	female	train
GTEX-1JN1M-3126-SM-AHZ4E	Brain_Cerebellum	female	train
GTEX-1POEN-2726-SM-E9U6B	Brain_Cerebellum	female	train
GTEX-1QEPI-3026-SM-EXOIW	Brain_Cerebellum	female	train
GTEX-1R46S-3126-SM-DPRZ9	Brain_Cerebellum	female	train
GTEX-1R9PO-2826-SM-E6CPV	Brain_Cerebellum	female	train
GTEX-1RDX4-3226-SM-DPS14	Brain_Cerebellum	female	train
GTEX-N7MT-1226-SM-DKPOK	Brain_Cerebellum	female	train
GTEX-NPJ7-2826-SM-2I3FU	Brain_Cerebellum	female	train
GTEX-OHPN-2626-SM-2I5H1	Brain_Cerebellum	female	train
GTEX-PWO3-1026-SM-2I5F2	Brain_Cerebellum	female	train
GTEX-Q2AG-2826-SM-2HMJQ	Brain_Cerebellum	female	train
GTEX-QDT8-3026-SM-32PKB	Brain_Cerebellum	female	test
GTEX-QVJO-1325-SM-2S1QX	Brain_Cerebellum	female	test
GTEX-QVUS-2926-SM-3GIJB	Brain_Cerebellum	female	test
GTEX-RNOR-2226-SM-2TF5O	Brain_Cerebellum	female	test
GTEX-RU72-2926-SM-2TF66	Brain_Cerebellum	female	test
GTEX-T2IS-2926-SM-32QPO	Brain_Cerebellum	female	test
GTEX-TSE9-2926-SM-3DB77	Brain_Cerebellum	female	test
GTEX-WWYW-3026-SM-3NB36	Brain_Cerebellum	female	test
GTEX-X4EP-3026-SM-3P5YP	Brain_Cerebellum	female	test
GTEX-YFC4-3026-SM-5IFJK	Brain_Cerebellum	female	test
GTEX-111FC-3326-SM-5GZYV	Brain_Cerebellum	male	train
GTEX-117XS-3126-SM-5GIDP	Brain_Cerebellum	male	train
GTEX-1192X-3226-SM-5987D	Brain_Cerebellum	male	train
GTEX-11DXW-1026-SM-5H11K	Brain_Cerebellum	male	train
GTEX-11DXY-3126-SM-5N9BT	Brain_Cerebellum	male	train
GTEX-11DYG-2926-SM-5H132	Brain_Cerebellum	male	train
GTEX-11DZ1-2926-SM-5A5KI	Brain_Cerebellum	male	train
GTEX-11EI6-2926-SM-5985U	Brain_Cerebellum	male	train
GTEX-11GSO-3026-SM-5Q5AL	Brain_Cerebellum	male	train
GTEX-11NUK-3026-SM-5986K	Brain_Cerebellum	male	train
GTEX-11NV4-2226-SM-5BC4T	Brain_Cerebellum	male	train
GTEX-11O72-2826-SM-5HL6W	Brain_Cerebellum	male	train
GTEX-11OC5-0626-SM-5HL6M	Brain_Cerebellum	male	train
GTEX-11ONC-3026-SM-5985W	Brain_Cerebellum	male	train
GTEX-11PRG-2826-SM-5BC54	Brain_Cerebellum	male	train
GTEX-11ZUS-2826-SM-5EQKW	Brain_Cerebellum	male	train
GTEX-12126-0926-SM-5FQTW	Brain_Cerebellum	male	train
GTEX-12WSC-2926-SM-5BC5Z	Brain_Cerebellum	male	train
GTEX-12WSE-2926-SM-5RQJ9	Brain_Cerebellum	male	train
GTEX-12WSH-3126-SM-5LZW8	Brain_Cerebellum	male	train
GTEX-12WSM-2126-SM-5GCOC	Brain_Cerebellum	male	train
GTEX-12ZZY-2926-SM-5DUXO	Brain_Cerebellum	male	train
GTEX-12ZZZ-3126-SM-5LZU6	Brain_Cerebellum	male	train
GTEX-13112-2926-SM-5DUWT	Brain_Cerebellum	male	train
GTEX-131XH-2926-SM-5LZU4	Brain_Cerebellum	male	train
GTEX-132Q8-2926-SM-5IFFP	Brain_Cerebellum	male	train
GTEX-1399T-3126-SM-5IJFS	Brain_Cerebellum	male	train
GTEX-139TS-3126-SM-5LZWX	Brain_Cerebellum	male	train
GTEX-139TT-2626-SM-5LZUB	Brain_Cerebellum	male	train
GTEX-13CF2-3026-SM-5IFFX	Brain_Cerebellum	male	train
GTEX-13FHO-2926-SM-5L3ES	Brain_Cerebellum	male	train
GTEX-13FHP-2926-SM-5IJG9	Brain_Cerebellum	male	train
GTEX-13FXS-3026-SM-5LZYO	Brain_Cerebellum	male	train
GTEX-13G51-3126-SM-5IJG7	Brain_Cerebellum	male	train
GTEX-13JVG-3226-SM-5IJGJ	Brain_Cerebellum	male	train
GTEX-13N2G-3126-SM-5IJGL	Brain_Cerebellum	male	train
GTEX-13NYB-3226-SM-5J2ND	Brain_Cerebellum	male	train
GTEX-13O3Q-3026-SM-5IJGD	Brain_Cerebellum	male	train
GTEX-13OVH-2926-SM-5IJFH	Brain_Cerebellum	male	train
GTEX-13OVL-3026-SM-5IJF1	Brain_Cerebellum	male	train
GTEX-13OW5-3126-SM-5MR3Y	Brain_Cerebellum	male	train
GTEX-13OW6-2926-SM-5KM29	Brain_Cerebellum	male	train
GTEX-13OW7-2926-SM-5MR3Z	Brain_Cerebellum	male	train
GTEX-13OW8-2926-SM-5L3FV	Brain_Cerebellum	male	train
GTEX-13PVQ-2926-SM-5L3HJ	Brain_Cerebellum	male	train
GTEX-13RTJ-3126-SM-5S2Q4	Brain_Cerebellum	male	train
GTEX-13VXU-3026-SM-5LU3K	Brain_Cerebellum	male	train
GTEX-13X6I-2926-SM-5Q5C3	Brain_Cerebellum	male	train
GTEX-13X6J-2926-SM-7EPGP	Brain_Cerebellum	male	train
GTEX-144GL-2926-SM-5O99F	Brain_Cerebellum	male	train
GTEX-145LU-2626-SM-5LU9Z	Brain_Cerebellum	male	test
GTEX-145MF-2826-SM-7EPGU	Brain_Cerebellum	male	test
GTEX-145MG-3126-SM-5Q5D3	Brain_Cerebellum	male	test
GTEX-145MH-2926-SM-5Q5D2	Brain_Cerebellum	male	test
GTEX-147F4-3026-SM-5Q5BJ	Brain_Cerebellum	male	test
GTEX-147GR-3126-SM-5S2PM	Brain_Cerebellum	male	test
GTEX-14ABY-3026-SM-664NE	Brain_Cerebellum	male	test
GTEX-14ASI-2926-SM-5Q5DG	Brain_Cerebellum	male	test
GTEX-14BMV-2926-SM-5TDEE	Brain_Cerebellum	male	test
GTEX-14C39-3026-SM-5S2QE	Brain_Cerebellum	male	test
GTEX-1122O-0008-SM-5QGR2	Cells_Cultured_fibroblasts	female	female_test
GTEX-1128S-0008-SM-5Q5DP	Cells_Cultured_fibroblasts	female	female_test
GTEX-113JC-0008-SM-5QGR6	Cells_Cultured_fibroblasts	female	female_test
GTEX-11DXX-0008-SM-5Q5B8	Cells_Cultured_fibroblasts	female	train
GTEX-11EMC-0008-SM-5Q5DR	Cells_Cultured_fibroblasts	female	train
GTEX-11GSP-0008-SM-5Q5DM	Cells_Cultured_fibroblasts	female	train
GTEX-11I78-0008-SM-5Q5DI	Cells_Cultured_fibroblasts	female	train
GTEX-11P81-0008-SM-5S2OT	Cells_Cultured_fibroblasts	female	train
GTEX-11TTK-0008-SM-5S2RU	Cells_Cultured_fibroblasts	female	train
GTEX-11UD1-0008-SM-5S2P6	Cells_Cultured_fibroblasts	female	train
GTEX-11XUK-0008-SM-5S2WD	Cells_Cultured_fibroblasts	female	train
GTEX-11ZTS-0008-SM-5S2VC	Cells_Cultured_fibroblasts	female	train
GTEX-11ZTT-0008-SM-5S2TZ	Cells_Cultured_fibroblasts	female	train
GTEX-1211K-0008-SM-5S2W1	Cells_Cultured_fibroblasts	female	train
GTEX-1269C-0008-SM-5TDBY	Cells_Cultured_fibroblasts	female	train
GTEX-12WSD-0008-SM-664ME	Cells_Cultured_fibroblasts	female	train
GTEX-12WSG-0008-SM-5TDC4	Cells_Cultured_fibroblasts	female	train
GTEX-12WSJ-0008-SM-664ML	Cells_Cultured_fibroblasts	female	train
GTEX-12WSK-0008-SM-5YY9R	Cells_Cultured_fibroblasts	female	train
GTEX-12ZZX-0008-SM-5YY9N	Cells_Cultured_fibroblasts	female	train
GTEX-13113-0008-SM-5YY9T	Cells_Cultured_fibroblasts	female	train
GTEX-1313W-0008-SM-5YYAP	Cells_Cultured_fibroblasts	female	train
GTEX-131XG-0008-SM-5YY9O	Cells_Cultured_fibroblasts	female	train
GTEX-131XW-0008-SM-664MJ	Cells_Cultured_fibroblasts	female	train
GTEX-131YS-0008-SM-5YY9Z	Cells_Cultured_fibroblasts	female	train
GTEX-132AR-0008-SM-62LDH	Cells_Cultured_fibroblasts	female	train
GTEX-133LE-0008-SM-62LDD	Cells_Cultured_fibroblasts	female	train
GTEX-1399S-0008-SM-62LDF	Cells_Cultured_fibroblasts	female	train
GTEX-1399U-0008-SM-5S2VE	Cells_Cultured_fibroblasts	female	train
GTEX-139D8-0008-SM-5ZZUH	Cells_Cultured_fibroblasts	female	train
GTEX-139T4-0008-SM-5S2WF	Cells_Cultured_fibroblasts	female	train
GTEX-13FH7-0008-SM-5ZZUJ	Cells_Cultured_fibroblasts	female	train
GTEX-14PKU-0008-SM-E9U4G	Cells_Cultured_fibroblasts	female	train
GTEX-14PKV-0008-SM-E9U4H	Cells_Cultured_fibroblasts	female	train
GTEX-14PN3-0008-SM-E76Q7	Cells_Cultured_fibroblasts	female	train
GTEX-14PQA-0008-SM-E6CPD	Cells_Cultured_fibroblasts	female	train
GTEX-14XAO-0008-SM-E9U4M	Cells_Cultured_fibroblasts	female	train
GTEX-15CHC-0008-SM-E9U4J	Cells_Cultured_fibroblasts	female	train
GTEX-15DCD-0008-SM-E76Q6	Cells_Cultured_fibroblasts	female	train
GTEX-15DDE-0008-SM-E6CPH	Cells_Cultured_fibroblasts	female	train
GTEX-15DYW-0008-SM-E76Q4	Cells_Cultured_fibroblasts	female	train
GTEX-15DZA-0008-SM-E76Q2	Cells_Cultured_fibroblasts	female	train
GTEX-15EOM-0008-SM-E6CPI	Cells_Cultured_fibroblasts	female	train
GTEX-15ER7-0008-SM-E6CPG	Cells_Cultured_fibroblasts	female	train
GTEX-15ETS-0008-SM-E8VNG	Cells_Cultured_fibroblasts	female	train
